Column 1,category,rating,label,text_
8800,Electronics_Products,5,0,use card ipod work great plenti nand flash space load ipod tune
8801,Electronics_Products,5,0,have alway use hoya len old slr 's ditto dslr camera optic excel price excel
8802,Electronics_Products,5,0,great exactli what i want for my front camera for my new cx-9 oper a i want great
8803,Electronics_Products,4,0,it arriv time work issu n't bright window tint case window
8804,Electronics_Products,5,0,the band come small screwdriv fit garmin fenix perfectli well it feel essenti like origin band
8805,Electronics_Products,5,0,i realli like backpack they look nice stylish lot space i take
8806,Electronics_Products,5,0,the sd card reader work well smartphon i primarili use read sd card dashcam
8807,Electronics_Products,5,0,buy keep touch rel insid larg shop center i travel work fine
8808,Electronics_Products,1,0,piec junk do n't bother terribl sound skip time time reason
8809,Electronics_Products,5,0,thi one work i anoth brand kept cut final fail
8810,Electronics_Products,4,0,it work perfect i instal notebook it recogn immedi without kind problem great product
8811,Electronics_Products,5,0,work great d3200 realli need thing hop hold test
8812,Electronics_Products,5,1,my dell monitor hdmi ac output nice bonu i one hdmi two
8813,Electronics_Products,3,1,a long i reboot drive stay connect if i reboot
8814,Electronics_Products,5,1,thi best remot i ever use i buy anoth one.great product
8815,Electronics_Products,4,1,good price excel size i 've mine coupl year
8816,Electronics_Products,5,1,one need extra protect the case comfort fit ipad perfectli
8817,Electronics_Products,5,1,good sound qualiti rang i love combo two usb 3.0 port one usb
8818,Electronics_Products,5,1,i bought i want basic case hold macbook air 2.5 '' extern
8819,Electronics_Products,4,1,excel first time i ever use usb power suppli comput
8820,Electronics_Products,5,1,work not easi case put price 's
8821,Electronics_Products,5,1,replac arock board ac adapt nice upgrad
8822,Electronics_Products,1,1,terribl batteri die wo n't charg the way fix throw
8823,Electronics_Products,5,1,veri nice product much better stock garmin.work great.nic littl speaker work great
8824,Electronics_Products,5,1,work advertis the mic qualiti good mic the level detail
8825,Electronics_Products,5,1,thi truli best mic i ever use i buy again.great product
8826,Electronics_Products,5,1,thi work great set qualiti worth it.nic littl speaker work great
8827,Electronics_Products,5,1,belkin product usual littl expens one i receiv the downsid
8828,Electronics_Products,5,1,reason price work great the pictur qualiti good the reason i gave
8829,Electronics_Products,1,1,a other note n't work third gener intel gb
8830,Electronics_Products,3,1,under power not quit fast stock hdd 's still fast hdd
8831,Electronics_Products,5,1,bought go old tauru work great the thing
8832,Electronics_Products,2,1,on plu side easi way expand volum soni a7000
8833,Electronics_Products,2,1,usb 2.0 .0 speed best i find usb
8834,Electronics_Products,4,1,good sound batteri life i ipod touch 2nd gen power
8835,Electronics_Products,5,1,i 'm give big endors seller say 's opinion
8836,Electronics_Products,5,1,i like littl smaller two i tri i 'm big
8837,Electronics_Products,5,1,wow best ever rang extend best pictur qualiti i ever seen best sound
8838,Electronics_Products,5,1,good price great i 've mine coupl year 's
8839,Electronics_Products,5,1,great product i like it.work great thing i wish littl better speaker
8840,Electronics_Products,5,1,been work great sever year the problem 's realli stereo
8841,Electronics_Products,5,1,thi bought replac origin garmin i updat review i find new garmin
8842,Electronics_Products,5,1,hyperx ram four four core i admit i use
8843,Electronics_Products,5,1,work beauti i like extern hdd storag help keep laptop
8844,Electronics_Products,5,1,so nice easi set i 've also use hour
8845,Electronics_Products,5,1,search read review item review posit the downsid
8846,Electronics_Products,3,1,i actual cut cord connect aux cord aux cord thi
8847,Electronics_Products,5,1,love keyboard what el say i keep review order share
8848,Electronics_Products,4,1,doe job web the problem 's realli screen protector
8849,Electronics_Products,5,1,great power need the problem 's realli stereo pair
8850,Electronics_Products,5,1,you need crimper i old one came ipad mini
8851,Electronics_Products,5,0,been use year no issu solid i would recommend anyon look solid jump drive
8852,Electronics_Products,5,0,someth like cheaper store includ ship fit right 5mw laser far work perfectli
8853,Electronics_Products,1,0,doesnt work right box.amazon refund replac lost custom yr
8854,Electronics_Products,5,0,gave husband birthday gift far seem work well and i like compact size
8855,Electronics_Products,1,0,cabl work arriv dead tri two differ laptop two differ monitor ca n't exchang get refund
8856,Electronics_Products,5,0,amaz excel happi costum rubber cover keyboard i n't expect it 's i wait thank lot
8857,Electronics_Products,5,0,good case better expect strongli recommend would definit buy believ sound purchas
8858,Electronics_Products,5,0,instal memori mid-2010 macbook pro cheap price quick instal gave macbook pro new life five minut
8859,Electronics_Products,5,0,i use connect mac mini inch plasma display it work direct
8860,Electronics_Products,5,0,great product work have n't problem i sever store music pictur
8861,Electronics_Products,5,0,stabl sturdi just i need the umbrella clamp secur socket swivel easili lock nice i recommend
8862,Electronics_Products,1,0,thi realli wast money the old rabbit ear convert work better not happi
8863,Electronics_Products,5,0,cute devic littl blue lite handl let know pluge properli
8864,Electronics_Products,5,0,work advertis i instal one canon d30 float it sure help i go kayak
8865,Electronics_Products,5,0,thi tower big mid tower i like came warp plastic clean nice paint job cant complain yet great tower
8866,Electronics_Products,4,0,purchas work heard complaint staff use easi set instal
8867,Electronics_Products,5,0,awesom modem comcast n't rent modem usd everi month
8868,Electronics_Products,5,0,i purchas spous love she say comfort sound great
8869,Electronics_Products,5,0,super easi setup the softwar need built camera pictur good control camera via web simpl
8870,Electronics_Products,5,0,it 's job protect rear lens easi use i type word submit
8871,Electronics_Products,5,0,excel charger/usb port power suppli 2a current advertis i also use charge/pow gp vehicl
8872,Electronics_Products,5,0,it job want live room kitchen got anoth bed room
8873,Electronics_Products,4,0,work like stock gopro batteri better fast charger two addit batteri enough trip
8874,Electronics_Products,5,0,i order theater i love minor issu connect ipod the system great price right
8875,Electronics_Products,4,0,it 's slower integr graphic hp busi desktop n't get unless 're upgrad someth ancient
8876,Electronics_Products,5,0,veri nice refurb look brand new work great purchas wife get away small phone screen
8877,Electronics_Products,5,0,excel best price perfect product i photograph basic dj love earth phone
8878,Electronics_Products,1,0,i never bought must add somewher make someon profit n't even sign mr
8879,Electronics_Products,5,0,thi ac wireless router fast easi set simpl home wifi great valu price
8880,Electronics_Products,5,0,pretti cool small bluetooth speaker built-in clip sound good louder i expect no connect problem i recommend
8881,Electronics_Products,1,0,i 'm sure good ram it 's corsair websit said would work older mb n't
8882,Electronics_Products,5,0,fast fast samsung qualiti 's best instal easi clone old drive quick painless
8883,Electronics_Products,4,0,thi bag right size bag soni hdr-xr500v camcord cabl accessori remot spare batteri memori stick
8884,Electronics_Products,4,0,use core duo processor i would recommend pentium d gener much heat
8885,Electronics_Products,2,0,keyboard last month i road work went find one local
8886,Electronics_Products,4,0,big first i spent worth buy get use
8887,Electronics_Products,5,0,make headset lot comfort these ear cover seem exactli like one came headset origin
8888,Electronics_Products,1,0,it wast money hate buy garbag bring home bewar product wast
8889,Electronics_Products,3,0,a fan job rather loudli if 're look silent rig
8890,Electronics_Products,4,1,love corner protect i use not much say i 'm glad i bought
8891,Electronics_Products,4,1,goodgood good good good goodgoodi love look feel len i use lot
8892,Electronics_Products,5,1,perfect i put wall work great nice littl speaker work great
8893,Electronics_Products,5,1,great rang qualiti amaz case i keep eye peel next one
8894,Electronics_Products,5,1,the len clean kit work great the problem take get use
8895,Electronics_Products,4,1,work expect i enjoy use control good i camera
8896,Electronics_Products,5,1,no complaint the mount work fine the problem come small screwdriv
8897,Electronics_Products,5,1,what differ devic make the problem 's '' diamet
8898,Electronics_Products,5,1,i two trackr bravo 's tauru best money
8899,Electronics_Products,5,1,work great perfect fit though whole lot comfort the reason i gave
8900,Electronics_Products,5,1,inexpens switch got comput wire switch work perfectli nice littl speaker
8901,Electronics_Products,5,1,took african safari trip work perfectli the reason i gave four star
8902,Electronics_Products,5,1,the usb connector broke kept pop i tri turn two
8903,Electronics_Products,4,1,thi necessari featur the problem 's ipad air
8904,Electronics_Products,4,1,fine qualiti great price the problem come small screwdriv
8905,Electronics_Products,5,1,a state bluetooth sync issu pioneer if pioneer speaker setup
8906,Electronics_Products,5,1,i bought for price excel valu if look cheaper pair
8907,Electronics_Products,5,1,thi perfect headphon amateur the bass nice high pretti good
8908,Electronics_Products,5,1,fit well protect len well i 've also use hour
8909,Electronics_Products,5,1,veri fast drive use cell phone my comput lenovo laptop usb drive
8910,Electronics_Products,5,1,work wonder we use daili the problem take get use
8911,Electronics_Products,5,1,prompt shipment speaker amaz qualiti i keep review order share
8912,Electronics_Products,5,1,so far cabl great buy i 've problem i 'm glad i bought
8913,Electronics_Products,5,1,ok canon dslr canon better len money
8914,Electronics_Products,5,1,bewar flat ethernet cabl work ac adapt if full blown
8915,Electronics_Products,5,1,i love new sigma 's awesom sound bar i stereo soni pair
8916,Electronics_Products,5,1,great product '' samsung t3i i keep samsung pocket
8917,Electronics_Products,4,1,great littl speaker maintain connect qualiti 's specif nice littl speaker
8918,Electronics_Products,5,1,enuff said product good qualiti quality.veri good quality.nic littl speaker work great
8919,Electronics_Products,3,1,good rent hous 's excel valu money i 'm pretti sure 's
8920,Electronics_Products,5,1,love although sono speaker feel i keep review next time
8921,Electronics_Products,1,1,despit claim qualiti usb charger the downsid
8922,Electronics_Products,3,1,make sure lose the case comfort fit ipad perfectli
8923,Electronics_Products,5,1,i brand cisco router lot cheaper router came router
8924,Electronics_Products,5,1,work well monitor thing i wish done better extra
8925,Electronics_Products,5,1,it exactli i need i keep mind i build new
8926,Electronics_Products,5,0,thi noth special 's extra piec dslr camera i need sometim review bit rate
8927,Electronics_Products,4,0,great price gig these littl guy work great hold photo music etc ... share w/ friend
8928,Electronics_Products,4,0,thi monitor solid budget monitor howev screen durabl dent screen
8929,Electronics_Products,1,0,not comfi head least wa waaay tight i would recommend headphon anyon ever
8930,Electronics_Products,5,0,great price batteri i order wrong size keep may buy someth batteri work
8931,Electronics_Products,5,0,noth add it differ origin power adapt work there noth new
8932,Electronics_Products,2,0,thi work tablet i univers so say work devic that
8933,Electronics_Products,5,0,good rang separ all devic run well set easi even go old school
8934,Electronics_Products,5,0,great cord easi carri east use bend n't fold damag yet the color make easi find
8935,Electronics_Products,5,0,fit perfect phone small style love way make phone look perfect gift holiday birthday
8936,Electronics_Products,3,0,we toshiba phone system thi system work price howev hard hear time end
8937,Electronics_Products,5,0,great durabl cabl i need order cabl perform better expens cabl no signal loss
8938,Electronics_Products,5,0,doe job well no flaw ever fit nice isol ambient nois still need time justifi qualiti
8939,Electronics_Products,5,0,serv 's purpos nice insid compart put cabl thing not bulki pretti much size speaker
8940,Electronics_Products,5,0,excel antenna cambridg soundwork am/fm radio inexpens job fast ship prime amazon
8941,Electronics_Products,5,0,open box plug noth requir use i pleasantli surpris small size
8942,Electronics_Products,5,0,excel littl combo camera batteri last long time seem hold charg no complaint far
8943,Electronics_Products,5,0,use cabl hook blue ray dvd player work fine price right ship quick
8944,Electronics_Products,5,0,thi much nicer pictur show it 's like one expens i 'm plea purchas
8945,Electronics_Products,5,0,veri plea product wa easi put screen protector clean well finger print i would buy
8946,Electronics_Products,5,0,work great hold flat screen wall our tv inch hold problem easi instal
8947,Electronics_Products,4,0,they work n't like way head phone connect whirl around much sound ok
8948,Electronics_Products,5,0,realli nice len pictur nice crisp also make canon becom compact easier store bag
8949,Electronics_Products,5,0,beauti case gave gift recipi love i style love mine
8950,Electronics_Products,5,0,camera batteri canon hold charg better also last longer origin canon batteri
8951,Electronics_Products,5,0,it bluetooth 3.0 nano usb adapt work it good rang never skip beat no fuss complaint
8952,Electronics_Products,5,0,pretti great headphon great price the cabl long great music come loudli well
8953,Electronics_Products,5,0,stop work week the compani tech support call fix i impress they care custom
8954,Electronics_Products,2,0,what 's point buy wireless keyboard mous rang n't much longer wire old one
8955,Electronics_Products,5,0,i 'm build termin thi unit provid power lower voltag system eye left pinki toe
8956,Electronics_Products,5,0,these high qualiti vga cabl fix blurri skip monitor/tv display often occur cheaper vga cabl
8957,Electronics_Products,5,0,great sub 's i month perfect i use use explod better
8958,Electronics_Products,5,0,i abl use new sager laptop it liter plug-and-play i would recommend anyon
8959,Electronics_Products,4,0,receiv product time manner it cut size done job
8960,Electronics_Products,5,0,i 've use week i problem the build qualiti good
8961,Electronics_Products,5,0,great use i lay sit use ipad veri light wieght still give excel support
8962,Electronics_Products,4,1,product fit like glove qualiti good origin purchas the two i
8963,Electronics_Products,5,1,i impress len qualiti i keep review order share opinion
8964,Electronics_Products,4,1,default voic clear the way hear person talk
8965,Electronics_Products,5,1,the product work better one i bought i keep review while.i bought
8966,Electronics_Products,5,1,work great qualiti seem good not huge deal good enough nice littl speaker
8967,Electronics_Products,5,1,i tri one roll find way chang usb port dell xp
8968,Electronics_Products,5,1,work immedi improv home secur the problem take get use
8969,Electronics_Products,5,1,i veri impress len qualiti i say i use len
8970,Electronics_Products,3,1,le excit purchas the qualiti good 's great i 'm big fan
8971,Electronics_Products,5,1,perfect got job done i love feel len the thing littl
8972,Electronics_Products,5,1,work great i hook wall i also hook wall.i bought
8973,Electronics_Products,2,1,buy older model ac adapt 're good go i 'm audiophil
8974,Electronics_Products,5,1,easi dvi hdmi convers the problem take forev connect comput
8975,Electronics_Products,3,1,i n't use shell i n't know i n't make purchas
8976,Electronics_Products,5,1,solid wall mount came ac adapt usb cabl the thing miss
8977,Electronics_Products,4,1,great build nice sound i love combo two usb port one usb
8978,Electronics_Products,5,1,fast qualiti ram i 've year i 'm still happi perform qualiti
8979,Electronics_Products,5,1,i use burn cd dvd it great product price i would recommend
8980,Electronics_Products,5,1,work realli well instruct includ i two bose
8981,Electronics_Products,5,1,excel qualiti speaker price the problem 's realli stereo pair speaker
8982,Electronics_Products,5,1,these leap bound better stock garmin i admit i use stock garmin
8983,Electronics_Products,5,1,realli good transfer rate look great it bit heavi small screen n't move
8984,Electronics_Products,5,1,thi realli cool feel feel regular usb flash drive it small
8985,Electronics_Products,5,1,the abil rotat adjust len touch finger must the two
8986,Electronics_Products,1,1,i tri three differ monitor pictur qualiti better previou purchas the two monitor
8987,Electronics_Products,5,1,great len care instruct the imag qualiti pretti good
8988,Electronics_Products,5,1,look nice lot learn.i love look feel len i use lot
8989,Electronics_Products,5,1,work describ fit canon eo rebel t4i len perfectli i one i
8990,Electronics_Products,4,1,nice remot money the problem 's realli stereo pair ear
8991,Electronics_Products,5,1,luckili cabl connect camera internet the downsid 's
8992,Electronics_Products,5,1,i want good macro len i kodak g1 nikon d50 olympu e
8993,Electronics_Products,3,1,for price 's pretti good the problem 's realli stereo pair
8994,Electronics_Products,1,1,great aux cord n't last the reason i gave star size fact
8995,Electronics_Products,5,1,thi unit would pair macbook pro i need purchas new comput
8996,Electronics_Products,4,1,got girlfriend work fine i keep review while.i bought
8997,Electronics_Products,4,0,the product good comment case bit bigger 13inch mac book pro live
8998,Electronics_Products,5,0,lighten fast slick design alway content transcend product no complaint look ultra fast usb 2.0 flash drive one
8999,Electronics_Products,5,0,sound great turn effect can pain get driver go the includ mic joke
9000,Electronics_Products,5,0,item inexpens work advertis bought pack bare sshd chasi came drive mount
9001,Electronics_Products,5,0,ca n't beat price the kid love turn tablet mini laptop seem good qualiti far
9002,Electronics_Products,4,0,work advertis unfortun i purchas ipod touch pretti soon obvious releg zen junk pile poor littl fella
9003,Electronics_Products,5,0,fit ipad air perfectli instruct video link help immens now i n't worri screen get scratch
9004,Electronics_Products,1,0,work mayb need someth work short cabl le meter i guess disappoint ...
9005,Electronics_Products,5,0,if buy def tech speaker favor splurg bracket they make instal quick easi secur
9006,Electronics_Products,4,0,did job fine the connect fit length right i problem drive work
9007,Electronics_Products,5,0,the length criterion purchas i got red color differenti cabl cabl room
9008,Electronics_Products,5,0,thi item work verizon fio basic motorola box plug ir jack rear fio box 's
9009,Electronics_Products,1,0,beyond five foot thing n't work crap skip jump inert now i go buy anoth real mous
9010,Electronics_Products,5,0,i live stick thing pick nbc cb abc efg etc hd pic
9011,Electronics_Products,5,0,glass arriv correct size protect cover front back made instal breez
9012,Electronics_Products,5,0,work fine i run 4k tv laptop play game n't experienc issu
9013,Electronics_Products,5,0,bought iphon they sound great fit comfort button work intuit recommend nice replac iphone/ipod
9014,Electronics_Products,3,0,these drive run veri hot almost point uncomfort touch thi caus concern longev
9015,Electronics_Products,5,0,work asu comput laptop one hdmi output work total fine usb monitor devic
9016,Electronics_Products,5,0,veri good bluetooth headphon i listen type music must say one best sound headphon
9017,Electronics_Products,5,0,excel len must len gear creat incred bokeh good qualiti imag wonder color good portrait
9018,Electronics_Products,5,0,yup 's light meter cheap work great a workhors lab intens rang seem pretti good normal use
9019,Electronics_Products,5,0,use stainless steel fridg mount ipad no cover ha held fine month alreadi
9020,Electronics_Products,5,0,nice afford fan pretti quit ask the glow overbear give nice blue glow comput
9021,Electronics_Products,5,0,fit tp-1a perfectli thi good qualiti origin one came headset great stuff price
9022,Electronics_Products,5,0,crystal clear sound even spend chicago winter outsid excel sound good bass these perfect medium larg deck
9023,Electronics_Products,5,0,e justament lo que esperaba buen producto llego sin problema estoy contento gusta prodra recomendarlo sin ningn problema satisfecho con la compra
9024,Electronics_Products,5,0,these item supper cheap work great i check around order could n't bet price arriv time
9025,Electronics_Products,5,0,thi great valu i surpris qualiti build stand well built
9026,Electronics_Products,5,0,blank empti contain hold dvd 's ship fairli fast meet need store dvd 's cheap enough also
9027,Electronics_Products,5,0,ram stick work fine friend old comput gave room work program need ram work propperli
9028,Electronics_Products,5,0,depend flash drive i pni 's crash reason dad got first gb lexar i hook
9029,Electronics_Products,1,0,worst usb hub -- instal fake drive system disabl port -- -- stay away -- took our tech hr to clear up the system
9030,Electronics_Products,4,0,i may buy replac ear piec wear normal use our kid pretti tough
9031,Electronics_Products,1,0,thi len fit pentax kr see mount auto focu connect had return
9032,Electronics_Products,5,1,eyepiec extens work great 's lightweight n't slip around eyepiec great product
9033,Electronics_Products,3,1,well fan work 's easi case put price 's great case
9034,Electronics_Products,5,1,littl pricey buck worth the downsid 's small
9035,Electronics_Products,5,1,thi silicon case fit nice macbook pro i also love 's one first case i 've
9036,Electronics_Products,5,1,great product good price great product veri good qualiti nice littl speaker work great
9037,Electronics_Products,5,1,i happi say i plea product i use two year
9038,Electronics_Products,5,1,i got gift son love he love way speaker small
9039,Electronics_Products,5,1,inexpens easi use work well it littl pricey small screen
9040,Electronics_Products,5,1,i bought daughter use ipad they work well extra space great
9041,Electronics_Products,5,1,great flash easi use the problem take get use if want
9042,Electronics_Products,1,1,the write pen last coupl year i use screen protector
9043,Electronics_Products,5,1,great color i love it 's comfort fit ipad perfectli it small
9044,Electronics_Products,5,1,run coupl differ brand headphon sound qualiti premium brand thi pair good
9045,Electronics_Products,5,1,work perfect a long right materi work great nice littl speaker work great
9046,Electronics_Products,5,1,sever co-work similar problem sound qualiti headphon i pair
9047,Electronics_Products,4,1,a high-qual cabl contribut greatli qualiti video thi cabl bargain
9048,Electronics_Products,5,1,nice look work well the problem 's kind hard see
9049,Electronics_Products,5,1,a previou review i feel comfort put ipad mini it small
9050,Electronics_Products,4,1,veri sturdi look bigger i 've mine coupl year 's best
9051,Electronics_Products,5,1,good replac batteri old one work fine if larger batteri pack may want
9052,Electronics_Products,4,1,nice small mous batteri life good mous small enough fit pocket pen small enough
9053,Electronics_Products,5,1,exactli list work great.i love look feel case i one bedroom
9054,Electronics_Products,5,1,i use charg phone cord thick enough hold phone secur it small
9055,Electronics_Products,2,1,hard drive broke le hour not sure long drive last i 'll find
9056,Electronics_Products,5,1,good work perfect new laptop i 've also use hours.i bought
9057,Electronics_Products,5,1,light weight suppos i keep review order share experi
9058,Electronics_Products,5,1,alway best soni 's best i say sound pretti good
9059,Electronics_Products,5,1,excel antenna strong magnet strong cabl easi instal great product work advertis
9060,Electronics_Products,4,1,it 's exactli claim 's lightweight nice feel it small
9061,Electronics_Products,4,1,use mous replac standard 3rd parti mous i the reason i order mous
9062,Electronics_Products,1,1,doe n't fit well n't stay bag if larger bag
9063,Electronics_Products,5,1,how famili live we decid purchas new ipad mini honest phone
9064,Electronics_Products,1,1,nice product increas wifi rang work well router also 's coupl month sinc i
9065,Electronics_Products,5,0,we kvm 's cabl never problem will order need futur
9066,Electronics_Products,5,0,great shell i use rain alreadi absolut issu i soni a6000 small fit well
9067,Electronics_Products,5,0,thi qualiti product durabl i see product year worth pay bit
9068,Electronics_Products,5,0,i bought gift wife go tablet i got it 's well made laid
9069,Electronics_Products,5,0,great batteri life actual abl maintain 's charg charg anoth devic full sun love around pool
9070,Electronics_Products,3,0,i blown away sound imo 's worth price there 's noth defect product under-whelm
9071,Electronics_Products,5,0,it get 's crazi `` rate '' item like it realli either work n't part thi work fine
9072,Electronics_Products,5,0,pure simpli kindl charger it nice like plug kindl wall socket charg
9073,Electronics_Products,1,0,finger print alway visabl matter haw well put put the air bubbl seem follow i highli do not recommend
9074,Electronics_Products,1,0,everi time i insert memori card pc crash pc leav usb mean data transfer
9075,Electronics_Products,5,0,super awesom mous i love two side button go back forward browser work great great ergonom design top notch product
9076,Electronics_Products,5,0,dont even know quit look good desk problem far thank western easi instal also
9077,Electronics_Products,5,0,i bought extra long cabl use car long road trip cabl work great far
9078,Electronics_Products,5,0,came quickli work exactli describ the price right if need usb printer parallel cabl one
9079,Electronics_Products,5,0,when talk cabl belkin say my cabl choic comput need year
9080,Electronics_Products,1,0,veri low air flow 13cfm return worth awkward shape light ca n't turn airspe knob pointless sinc airflow alway low
9081,Electronics_Products,5,0,we sever sandisk sansa player year thi model favorit far play well last year
9082,Electronics_Products,4,0,i keep order price they one least expens i problem use
9083,Electronics_Products,4,0,bought christma gift friend like i tri i think made hold phone slipperi
9084,Electronics_Products,4,0,nice qualiti cabl work expect there notic drop commun speed qualiti printer comput
9085,Electronics_Products,4,0,pay get pay sturdiest case ever defiantli fulfil role
9086,Electronics_Products,5,0,replac logitech keyboard quit work mous button virtual keyboard still work even kid use play catch
9087,Electronics_Products,5,0,item came quickli well packag got gift recipi love tablet versatil veri satisfi
9088,Electronics_Products,2,0,bought 11.6in chromebook .. loo insid feel look bad it light grade neopren
9089,Electronics_Products,5,0,work exactli intend both size hdd work i yet run issu year use
9090,Electronics_Products,5,0,love camera bought year old love .. light weight good qualiti i alway soni fan ...
9091,Electronics_Products,5,0,love camcord it arriv time packag great thi first camcord love video sound qualiti great
9092,Electronics_Products,1,0,it broke first time i got broke never buy product it expens piec garbag
9093,Electronics_Products,4,0,accessori ju need ipod nano small need someth help keep
9094,Electronics_Products,5,0,i bought famili 's lg smart phone work great far no issu good qualiti would buy
9095,Electronics_Products,5,0,the wire easi work i ran line result sound great must home entertain system
9096,Electronics_Products,4,0,remov one star 's tool-less design the screw tini includ cute littl screwdriv get point
9097,Electronics_Products,5,0,thi cord great hand work great look great i use beat dre make phone look custom
9098,Electronics_Products,5,1,pretti easi instal right tool i need screwdriv i want spend
9099,Electronics_Products,4,1,i bought hub wife love she also love way hub small
9100,Electronics_Products,5,1,the clear plastic protect ipad the case comfort fit ipad well i would recommend product
9101,Electronics_Products,5,1,great cabl i purchas two work fine the reason i gave star
9102,Electronics_Products,4,1,instal toshiba bluetooth stack like charm work perfectli i friend two
9103,Electronics_Products,2,1,bought tv/captur card spare adapt i need separ adapt i want
9104,Electronics_Products,5,1,my god case better one i order comput i one offic
9105,Electronics_Products,1,1,n't trust hitachi product i use extern drive comput i
9106,Electronics_Products,4,1,work perfectli seagat 7200rpm hard drive drive stabl the downsid top
9107,Electronics_Products,5,1,thi use canon eo rebel t4i canon rebel t4i ii i replac
9108,Electronics_Products,5,1,work intend give profession feel comfort fit would purchas great product
9109,Electronics_Products,5,1,we get memori 's good deal the downsid 's small
9110,Electronics_Products,5,1,work great cell phone avail not much say i glad i bought
9111,Electronics_Products,5,1,fast ssd drop buck 're good go the downsid case
9112,Electronics_Products,5,1,it well made qualiti good len the thing littl
9113,Electronics_Products,5,1,awesom color fit perfectli look great good feel the downsid 's
9114,Electronics_Products,5,1,basic headset use connect devic the problem 's small size small 's
9115,Electronics_Products,5,1,awesom roll cabl i use extern hdd comput i problem
9116,Electronics_Products,2,1,alreadi replac one origin one dead one littl old fit
9117,Electronics_Products,4,1,form function sure met need materi good i live room i
9118,Electronics_Products,5,1,veri nice high qualiti i love feel len the zoom awesom if want
9119,Electronics_Products,5,1,a na featur hdtv i admit i disappoint i lot
9120,Electronics_Products,2,1,they use last year the problem 's speck i replac
9121,Electronics_Products,5,1,thi good qualiti cabl the problem come small screwdriver.i bought friend
9122,Electronics_Products,4,1,i like case hold ipad perfectli nice feel it small
9123,Electronics_Products,5,1,it fold unfold the includ len hood good idea the hood cover len
9124,Electronics_Products,4,1,nice bag onli complaint n't fit front pocket ipad mini.great product great price
9125,Electronics_Products,4,1,the stylu allow use extern pen comput kindl extern hard drive
9126,Electronics_Products,5,1,logitech come thi time 's optic drive the drive format format correctli
9127,Electronics_Products,5,1,a owner canon eo rebel t2i i attest qualiti qualiti len
9128,Electronics_Products,5,1,star product save bought third one thi best one.i bought
9129,Electronics_Products,4,0,nice case basic black leather feel plastic gy stiff provid strong protect fit galaxi note pro 12.2 keyboard
9130,Electronics_Products,5,0,i 've use product tablet i n't think i would use anyth el great packag like tripl layer protect fast ship easi appli
9131,Electronics_Products,5,0,now i n't keep wife awak i watch tv i stay later watch dvr without disturb sleep
9132,Electronics_Products,5,0,super easi upgrad i go help kid i it background read direct
9133,Electronics_Products,3,0,thi clamp work great strap bigger flash it struggl bit 580ex ii work great 430ex seri
9134,Electronics_Products,1,0,low-cost product without print instruct is worth money such larg mous place put usb receiv
9135,Electronics_Products,4,0,i think 's use product although i still n't figur get local weather without get entir southwest florida weather
9136,Electronics_Products,5,0,great qualiti sound seem differ use expens audio extens cabl i would recommend product anyon
9137,Electronics_Products,5,0,great case kindl fire hd hold secur n't cover batteri hole camera anyth
9138,Electronics_Products,5,0,love ball head thi third one i littl creep even heavi lens like tam-zooka 150-600mm
9139,Electronics_Products,5,0,let know one around know i mean lol love cant tell i got one either
9140,Electronics_Products,5,0,the player i nine year still function yeah 's slow stupid 's reliabl
9141,Electronics_Products,5,0,it littl pouch serious though fit fiio e11k headphon amplifi pair reserv earbud that 's i ask
9142,Electronics_Products,1,0,junk ... i purchas sever screw top joke i want money back the number star say ...
9143,Electronics_Products,5,0,i bought tamron cap longest time tight len wo n't fall except get
9144,Electronics_Products,1,0,absolut wast time money pack bloatwar crappi window ad pop-up place window suck anyway
9145,Electronics_Products,3,0,the microphon work well peopl tell howev i think skimp ear piec part it n't reproduc clearli enough
9146,Electronics_Products,5,0,use mount ceil dolbi atoms/ dtsx work great sound good multi channel stereo music well
9147,Electronics_Products,1,0,space bar junk it respond hit dead center plan buy better key board near futur toss one
9148,Electronics_Products,3,0,thi cabl work oculu hdmi headset extens cabl the headset flicker i end use differ cabl
9149,Electronics_Products,4,0,would n't recommend kind ipad case my dad bought new ipad i told brand best
9150,Electronics_Products,5,0,i doubt work i left unit desk two peopl want take
9151,Electronics_Products,5,0,i needed- inexpens short- coax v perfect splitter
9152,Electronics_Products,5,0,i hide show wire hide sight i notic plain view
9153,Electronics_Products,5,0,abl shop onlin product order arriv exactli i want need back old pc file
9154,Electronics_Products,5,0,thi work realli well know game n't meant handl one good thank offer product
9155,Electronics_Products,5,0,a great band look better real life photo realli upgrad appear blaze highli recommend
9156,Electronics_Products,5,0,it 's basic gaug speaker wire not super flexibl hard work durabl feel strip cleanli even cheap striper
9157,Electronics_Products,3,0,fit background stand i never gotten use the inner tube small fit stand
9158,Electronics_Products,5,0,had doubt total trick sound clear whistl took second set up-without read instruct
9159,Electronics_Products,5,0,thi good buy updat includ i look gp review realli help garmin
9160,Electronics_Products,5,1,i like design design flaw i admit i use two past i
9161,Electronics_Products,4,1,it blow compress air is easi way expand volum make nois i test
9162,Electronics_Products,5,1,thi must anyon want tri new camera first time i friend
9163,Electronics_Products,5,1,it took reset system die i updat review i find anoth replacement.i lot
9164,Electronics_Products,5,1,wa advertis work great qualiti make nice addit budget computer.i bought
9165,Electronics_Products,3,1,when jbl ca n't hear if jbl bose
